id,game,name,act,tier,diff,composure_max,hp_max,physical_immune,num_behaviors,behavior_kinds,exp_dmg_per_turn,exp_hp_dmg,exp_composure_dmg,max_attack,applies_weak,applies_vulnerable,insult_vulnerabilities,special_flags,duo_partner,behaviors,flavor,raw_json
e-rogue-linenfast,Witch Mountain Bridge,Bartholomew Linenfast (still adjusting the hem),1,normal,1,38,999,true,4,attack|attack-multi|block,6.7,3.7,3,9,true,false,,,,"[{""kind"":""attack"",""value"":8,""weight"":2,""telegraph"":""⚔ 8 + ⛧ Weak 1 (stitch, weakly)"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":9,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 9 (murmuring about the hem)""},{""kind"":""block"",""value"":7,""weight"":1,""telegraph"":""🛡 7 (measures, again)""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":1,""telegraph"":""⚔ 3×2 (stitch, unstitch)""}]",,"{""id"":""e-rogue-linenfast"",""act"":1,""name"":""Bartholomew Linenfast (still adjusting the hem)"",""composureMax"":38,""hpMax"":999,""tier"":""normal"",""diff"":1,""behaviors"":[{""kind"":""attack"",""value"":8,""weight"":2,""telegraph"":""⚔ 8 + ⛧ Weak 1 (stitch, weakly)"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":9,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 9 (murmuring about the hem)""},{""kind"":""block"",""value"":7,""weight"":1,""telegraph"":""🛡 7 (measures, again)""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":1,""telegraph"":""⚔ 3×2 (stitch, unstitch)""}]}"
e2-pattern-maker,Witch Mountain Bridge,The Pattern-Maker,1,elite,2,64,999,true,6,attack|attack-multi|freeze,8.3,5.4,2.9,12,false,true,,,,"[{""kind"":""attack"",""value"":11,""weight"":2,""telegraph"":""⚔ 11 + 🩸 Vuln 1"",""riders"":{""vulnerable"":1}},{""kind"":""attack-multi"",""value"":3,""count"":3,""weight"":1,""telegraph"":""⚔ 3×3""},{""kind"":""attack"",""value"":7,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 7 (pattern-wrong)""},{""kind"":""attack"",""value"":9,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 9 (PATTERN COMPLETE)""},{""kind"":""attack"",""value"":12,""weight"":1,""telegraph"":""⚔ 12 (BROKEN-PATTERN STRIKE)""},{""kind"":""freeze"",""value"":2,""weight"":1,""telegraph"":""pins your strongest animal into the pattern (frozen 2 turns)""}]",,"{""id"":""e2-pattern-maker"",""act"":1,""name"":""The Pattern-Maker"",""composureMax"":64,""hpMax"":999,""tier"":""elite"",""diff"":2,""behaviors"":[{""kind"":""attack"",""value"":11,""weight"":2,""telegraph"":""⚔ 11 + 🩸 Vuln 1"",""riders"":{""vulnerable"":1}},{""kind"":""attack-multi"",""value"":3,""count"":3,""weight"":1,""telegraph"":""⚔ 3×3""},{""kind"":""attack"",""value"":7,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 7 (pattern-wrong)""},{""kind"":""attack"",""value"":9,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 9 (PATTERN COMPLETE)""},{""kind"":""attack"",""value"":12,""weight"":1,""telegraph"":""⚔ 12 (BROKEN-PATTERN STRIKE)""},{""kind"":""freeze"",""value"":2,""weight"":1,""telegraph"":""pins your strongest animal into the pattern (frozen 2 turns)""}]}"
e2-silent-spinner,Witch Mountain Bridge,The Silent Spinner,1,elite,3,64,999,true,5,attack|block|silence,7.1,4.9,2.3,14,true,true,,,,"[{""kind"":""block"",""value"":10,""weight"":1,""telegraph"":""🛡 10 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":10,""weight"":2,""telegraph"":""⚔ 10 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":8,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 8 + 🩸 Vuln 1"",""riders"":{""vulnerable"":1}},{""kind"":""silence"",""value"":2,""weight"":1,""telegraph"":""imposes its silence (no new summons, 2 turns)""},{""kind"":""attack"",""value"":14,""weight"":1,""telegraph"":""⚔ 14 (LOUD SILENCE)""}]",,"{""id"":""e2-silent-spinner"",""act"":1,""name"":""The Silent Spinner"",""composureMax"":64,""hpMax"":999,""tier"":""elite"",""diff"":3,""behaviors"":[{""kind"":""block"",""value"":10,""weight"":1,""telegraph"":""🛡 10 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":10,""weight"":2,""telegraph"":""⚔ 10 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":8,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 8 + 🩸 Vuln 1"",""riders"":{""vulnerable"":1}},{""kind"":""silence"",""value"":2,""weight"":1,""telegraph"":""imposes its silence (no new summons, 2 turns)""},{""kind"":""attack"",""value"":14,""weight"":1,""telegraph"":""⚔ 14 (LOUD SILENCE)""}]}"
e2-boss-tapestry,Witch Mountain Bridge,The Tapestry Walker,1,boss,,82,999,true,6,attack|attack-multi|block|turnAgainst,8.1,7,1.1,12,true,false,dismissive|petty|sarcastic,,,"[{""kind"":""attack"",""value"":11,""weight"":2,""telegraph"":""⚔ 11 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack-multi"",""value"":3,""count"":4,""weight"":2,""telegraph"":""⚔ 3×4""},{""kind"":""attack"",""value"":9,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 9 (loom-song)""},{""kind"":""block"",""value"":10,""weight"":1,""telegraph"":""🛡 10""},{""kind"":""turnAgainst"",""weight"":1,""telegraph"":""re-weaves your menagerie — next turn they strike YOU""},{""kind"":""attack"",""maul"":true,""value"":10,""weight"":1,""telegraph"":""🦷 10 — woven under (unblocked → your strongest animal goes into the pattern)""}]",,"{""id"":""e2-boss-tapestry"",""act"":1,""name"":""The Tapestry Walker"",""composureMax"":82,""hpMax"":999,""tier"":""boss"",""insultVulnerabilities"":[""dismissive"",""petty"",""sarcastic""],""behaviors"":[{""kind"":""attack"",""value"":11,""weight"":2,""telegraph"":""⚔ 11 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack-multi"",""value"":3,""count"":4,""weight"":2,""telegraph"":""⚔ 3×4""},{""kind"":""attack"",""value"":9,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 9 (loom-song)""},{""kind"":""block"",""value"":10,""weight"":1,""telegraph"":""🛡 10""},{""kind"":""turnAgainst"",""weight"":1,""telegraph"":""re-weaves your menagerie — next turn they strike YOU""},{""kind"":""attack"",""maul"":true,""value"":10,""weight"":1,""telegraph"":""🦷 10 — woven under (unblocked → your strongest animal goes into the pattern)""}]}"
e2-lint-sprite,Witch Mountain Bridge,Lint Sprite,1,normal,1,22,999,true,3,attack|block,3.8,2.5,1.3,5,false,false,,,,"[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5 (a peeved tumble)""},{""kind"":""attack"",""value"":4,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 4 (a reproachful drift)""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4 (puffs up)""}]",Technically alive. Mostly lint. Deeply offended by tidiness.,"{""id"":""e2-lint-sprite"",""act"":1,""name"":""Lint Sprite"",""composureMax"":22,""hpMax"":999,""tier"":""normal"",""diff"":1,""flavor"":""Technically alive. Mostly lint. Deeply offended by tidiness."",""behaviors"":[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5 (a peeved tumble)""},{""kind"":""attack"",""value"":4,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 4 (a reproachful drift)""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4 (puffs up)""}]}"
e2-button-drone,Witch Mountain Bridge,Button Drone,1,normal,1,18,16,false,3,attack|attack-multi|block,3.8,3.8,0,5,false,false,,,,"[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5 (sorting jab)""},{""kind"":""attack-multi"",""value"":2,""count"":2,""weight"":2,""telegraph"":""⚔ 2×2 (click, clack)""},{""kind"":""block"",""value"":5,""weight"":1,""telegraph"":""🛡 5 (closes a clasp)""}]",Sorts buttons by virtue. Has opinions about yours.,"{""id"":""e2-button-drone"",""act"":1,""name"":""Button Drone"",""composureMax"":18,""hpMax"":16,""tier"":""normal"",""diff"":1,""flavor"":""Sorts buttons by virtue. Has opinions about yours."",""behaviors"":[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5 (sorting jab)""},{""kind"":""attack-multi"",""value"":2,""count"":2,""weight"":2,""telegraph"":""⚔ 2×2 (click, clack)""},{""kind"":""block"",""value"":5,""weight"":1,""telegraph"":""🛡 5 (closes a clasp)""}]}"
e2-unraveller,Witch Mountain Bridge,The Unraveller,1,normal,1,24,999,true,5,attack|block|weak,3.4,3.4,0,6,true,false,,,,"[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5 + ⛧ Weak 1 (tugs a thread)"",""riders"":{""weak"":1}},{""kind"":""weak"",""value"":1,""weight"":2,""telegraph"":""⛧ Weak 1 (points out the flaw)""},{""kind"":""attack"",""value"":6,""weight"":2,""telegraph"":""⚔ 6 (a firm pull)""},{""kind"":""attack"",""maul"":true,""value"":4,""weight"":1,""telegraph"":""🦷 4 — finds the loose thread on your pet (unblocked → lose your strongest animal)""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4 (winds the slack)""}]",Finds the loose thread in everything. Including you. Especially you.,"{""id"":""e2-unraveller"",""act"":1,""name"":""The Unraveller"",""composureMax"":24,""hpMax"":999,""tier"":""normal"",""diff"":1,""flavor"":""Finds the loose thread in everything. Including you. Especially you."",""behaviors"":[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5 + ⛧ Weak 1 (tugs a thread)"",""riders"":{""weak"":1}},{""kind"":""weak"",""value"":1,""weight"":2,""telegraph"":""⛧ Weak 1 (points out the flaw)""},{""kind"":""attack"",""value"":6,""weight"":2,""telegraph"":""⚔ 6 (a firm pull)""},{""kind"":""attack"",""maul"":true,""value"":4,""weight"":1,""telegraph"":""🦷 4 — finds the loose thread on your pet (unblocked → lose your strongest animal)""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4 (winds the slack)""}]}"
e2-patchwork-golem,Witch Mountain Bridge,Patchwork Golem,1,normal,2,34,999,true,4,attack|attack-multi|block|heal,4.5,4.5,0,8,false,false,,,,"[{""kind"":""attack"",""value"":8,""weight"":3,""telegraph"":""⚔ 8 (a heavy seam)""},{""kind"":""heal"",""value"":6,""weight"":2,""telegraph"":""🧵 re-stitches +6 Composure""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":2,""telegraph"":""⚔ 3×2 (loose flailing)""},{""kind"":""block"",""value"":6,""weight"":1,""telegraph"":""🛡 6 (tucks a flap)""}]",Made of everyone's abandoned mending. Optimistic about its chances.,"{""id"":""e2-patchwork-golem"",""act"":1,""name"":""Patchwork Golem"",""composureMax"":34,""hpMax"":999,""tier"":""normal"",""diff"":2,""flavor"":""Made of everyone's abandoned mending. Optimistic about its chances."",""behaviors"":[{""kind"":""attack"",""value"":8,""weight"":3,""telegraph"":""⚔ 8 (a heavy seam)""},{""kind"":""heal"",""value"":6,""weight"":2,""telegraph"":""🧵 re-stitches +6 Composure""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":2,""telegraph"":""⚔ 3×2 (loose flailing)""},{""kind"":""block"",""value"":6,""weight"":1,""telegraph"":""🛡 6 (tucks a flap)""}]}"
e2-needlepoint-cross,Witch Mountain Bridge,Needlepoint Cross,1,normal,2,30,999,true,4,attack|attack-multi|block,5.4,4.7,0.7,7,false,false,,,e2-stitch,"[{""kind"":""attack"",""value"":7,""weight"":3,""telegraph"":""⚔ 7 (a decisive cross)""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":2,""telegraph"":""⚔ 3×2 (over, under)""},{""kind"":""attack"",""value"":5,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 5 (counts your mistakes)""},{""kind"":""block"",""value"":5,""weight"":1,""telegraph"":""🛡 5""}]",Insists on the X. Will not be talked out of the X.,"{""id"":""e2-needlepoint-cross"",""act"":1,""name"":""Needlepoint Cross"",""composureMax"":30,""hpMax"":999,""tier"":""normal"",""diff"":2,""duoPartnerId"":""e2-stitch"",""flavor"":""Insists on the X. Will not be talked out of the X."",""behaviors"":[{""kind"":""attack"",""value"":7,""weight"":3,""telegraph"":""⚔ 7 (a decisive cross)""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":2,""telegraph"":""⚔ 3×2 (over, under)""},{""kind"":""attack"",""value"":5,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 5 (counts your mistakes)""},{""kind"":""block"",""value"":5,""weight"":1,""telegraph"":""🛡 5""}]}"
e2-stitch,Witch Mountain Bridge,Stitch,1,companion,,14,999,true,3,attack|block|bolster,1,1,0,3,false,false,,,,"[{""kind"":""bolster"",""value"":4,""weight"":3,""telegraph"":""🧵 shores up Cross (+4 Block)""},{""kind"":""attack"",""value"":3,""weight"":2,""telegraph"":""⚔ 3 — a quick prick""},{""kind"":""block"",""value"":3,""weight"":1,""telegraph"":""🛡 3""}]",Does the quiet half. Resents it quietly.,"{""id"":""e2-stitch"",""act"":1,""name"":""Stitch"",""composureMax"":14,""hpMax"":999,""tier"":""companion"",""flavor"":""Does the quiet half. Resents it quietly."",""behaviors"":[{""kind"":""bolster"",""value"":4,""weight"":3,""telegraph"":""🧵 shores up Cross (+4 Block)""},{""kind"":""attack"",""value"":3,""weight"":2,""telegraph"":""⚔ 3 — a quick prick""},{""kind"":""block"",""value"":3,""weight"":1,""telegraph"":""🛡 3""}]}"
e2-moth-choir,Witch Mountain Bridge,The Moth Choir,1,normal,2,30,999,true,5,attack|attack-multi|block|weak,4.4,2.9,1.5,6,true,false,,,,"[{""kind"":""attack-multi"",""value"":2,""count"":3,""weight"":3,""telegraph"":""⚔ 2×3 (a flutter of consensus)""},{""kind"":""attack"",""value"":6,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 6 (a hymn about your coat)""},{""kind"":""weak"",""value"":1,""weight"":1,""telegraph"":""⛧ Weak 1 (dusts your resolve)""},{""kind"":""attack"",""maul"":true,""value"":5,""weight"":1,""telegraph"":""🦷 5 — the choir agrees to carry one off (unblocked → lose your strongest animal)""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4 (closes ranks)""}]",Several moths agreeing loudly. The agreement is the threat.,"{""id"":""e2-moth-choir"",""act"":1,""name"":""The Moth Choir"",""composureMax"":30,""hpMax"":999,""tier"":""normal"",""diff"":2,""flavor"":""Several moths agreeing loudly. The agreement is the threat."",""behaviors"":[{""kind"":""attack-multi"",""value"":2,""count"":3,""weight"":3,""telegraph"":""⚔ 2×3 (a flutter of consensus)""},{""kind"":""attack"",""value"":6,""pool"":""composure"",""weight"":2,""telegraph"":""🎭 6 (a hymn about your coat)""},{""kind"":""weak"",""value"":1,""weight"":1,""telegraph"":""⛧ Weak 1 (dusts your resolve)""},{""kind"":""attack"",""maul"":true,""value"":5,""weight"":1,""telegraph"":""🦷 5 — the choir agrees to carry one off (unblocked → lose your strongest animal)""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4 (closes ranks)""}]}"
e2-spindlewight,Witch Mountain Bridge,Spindlewight,1,normal,2,32,999,true,4,attack|block|charge,7.8,7,0.8,14,false,false,,,,"[{""kind"":""charge"",""value"":14,""weight"":2,""telegraph"":""🌀 winds up — 14 lands next turn""},{""kind"":""attack"",""value"":7,""weight"":2,""telegraph"":""⚔ 7 (a spinning lash)""},{""kind"":""attack"",""value"":5,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 5 (a dizzy murmur)""},{""kind"":""block"",""value"":6,""weight"":1,""telegraph"":""🛡 6 (spins in place)""}]",It is winding up. It has been winding up for some time. It would like you to appreciate the wind-up.,"{""id"":""e2-spindlewight"",""act"":1,""name"":""Spindlewight"",""composureMax"":32,""hpMax"":999,""tier"":""normal"",""diff"":2,""flavor"":""It is winding up. It has been winding up for some time. It would like you to appreciate the wind-up."",""behaviors"":[{""kind"":""charge"",""value"":14,""weight"":2,""telegraph"":""🌀 winds up — 14 lands next turn""},{""kind"":""attack"",""value"":7,""weight"":2,""telegraph"":""⚔ 7 (a spinning lash)""},{""kind"":""attack"",""value"":5,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 5 (a dizzy murmur)""},{""kind"":""block"",""value"":6,""weight"":1,""telegraph"":""🛡 6 (spins in place)""}]}"
e2-spinster-matron,Witch Mountain Bridge,The Spinster Matron,1,elite,2,50,999,true,7,attack|attack-multi|betray|block|summon|undermineTactic,3.1,2.4,0.7,8,false,false,,,,"[{""kind"":""summon"",""companionId"":""e2-thread-wisp"",""weight"":2,""telegraph"":""calls in a Thread Wisp""},{""kind"":""undermineTactic"",""weight"":1,""telegraph"":""unpicks your stance""},{""kind"":""betray"",""weight"":1,""telegraph"":""recruits your strongest animal into the household""},{""kind"":""attack"",""value"":8,""weight"":2,""telegraph"":""⚔ 8 (a sharp summons)""},{""kind"":""attack"",""value"":6,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 6 (a withering remark)""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":1,""telegraph"":""⚔ 3×2 (busy hands)""},{""kind"":""block"",""value"":7,""weight"":1,""telegraph"":""🛡 7 (folds her arms)""}]",Runs a tight household of one. Always has room for one more. You begin to suspect you are the one more.,"{""id"":""e2-spinster-matron"",""act"":1,""name"":""The Spinster Matron"",""composureMax"":50,""hpMax"":999,""tier"":""elite"",""diff"":2,""flavor"":""Runs a tight household of one. Always has room for one more. You begin to suspect you are the one more."",""behaviors"":[{""kind"":""summon"",""companionId"":""e2-thread-wisp"",""weight"":2,""telegraph"":""calls in a Thread Wisp""},{""kind"":""undermineTactic"",""weight"":1,""telegraph"":""unpicks your stance""},{""kind"":""betray"",""weight"":1,""telegraph"":""recruits your strongest animal into the household""},{""kind"":""attack"",""value"":8,""weight"":2,""telegraph"":""⚔ 8 (a sharp summons)""},{""kind"":""attack"",""value"":6,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 6 (a withering remark)""},{""kind"":""attack-multi"",""value"":3,""count"":2,""weight"":1,""telegraph"":""⚔ 3×2 (busy hands)""},{""kind"":""block"",""value"":7,""weight"":1,""telegraph"":""🛡 7 (folds her arms)""}]}"
e2-thread-wisp,Witch Mountain Bridge,Thread Wisp,1,companion,,12,999,true,3,attack|bolster,1.8,1.5,0.3,3,false,false,,,,"[{""kind"":""attack"",""value"":3,""weight"":3,""telegraph"":""⚔ 3 — a snapping end""},{""kind"":""bolster"",""value"":3,""weight"":2,""telegraph"":""🧵 re-threads the Matron (+3 Block)""},{""kind"":""attack"",""value"":2,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 2 — a thin whine""}]","A loose end with somewhere to be. Briefly, urgently loyal.","{""id"":""e2-thread-wisp"",""act"":1,""name"":""Thread Wisp"",""composureMax"":12,""hpMax"":999,""tier"":""companion"",""flavor"":""A loose end with somewhere to be. Briefly, urgently loyal."",""behaviors"":[{""kind"":""attack"",""value"":3,""weight"":3,""telegraph"":""⚔ 3 — a snapping end""},{""kind"":""bolster"",""value"":3,""weight"":2,""telegraph"":""🧵 re-threads the Matron (+3 Block)""},{""kind"":""attack"",""value"":2,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 2 — a thin whine""}]}"
e2-warp,Witch Mountain Bridge,Warp,1,normal,3,40,999,true,5,attack|weave,6.4,5.5,0.9,10,true,false,,,e2-weft,"[{""kind"":""weave"",""value"":3,""weight"":2,""telegraph"":""🪡 Weave +3 — banked 🎭 lands at the end of your next turn""},{""kind"":""attack"",""value"":10,""weight"":2,""telegraph"":""⚔ 10 + ⛧ Weak 1 (drawn taut)"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":9,""weight"":2,""telegraph"":""⚔ 9 (a snapping warp)""},{""kind"":""attack"",""value"":7,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 7 (the loom complains)""},{""kind"":""attack"",""maul"":true,""maulCount"":2,""value"":6,""weight"":1,""telegraph"":""🦷🦷 6 — double snap (unblocked → lose your TWO strongest animals)""}]",Holds the tension. All of it. Including the tension in the room.,"{""id"":""e2-warp"",""act"":1,""name"":""Warp"",""composureMax"":40,""hpMax"":999,""tier"":""normal"",""diff"":3,""duoPartnerId"":""e2-weft"",""flavor"":""Holds the tension. All of it. Including the tension in the room."",""behaviors"":[{""kind"":""weave"",""value"":3,""weight"":2,""telegraph"":""🪡 Weave +3 — banked 🎭 lands at the end of your next turn""},{""kind"":""attack"",""value"":10,""weight"":2,""telegraph"":""⚔ 10 + ⛧ Weak 1 (drawn taut)"",""riders"":{""weak"":1}},{""kind"":""attack"",""value"":9,""weight"":2,""telegraph"":""⚔ 9 (a snapping warp)""},{""kind"":""attack"",""value"":7,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 7 (the loom complains)""},{""kind"":""attack"",""maul"":true,""maulCount"":2,""value"":6,""weight"":1,""telegraph"":""🦷🦷 6 — double snap (unblocked → lose your TWO strongest animals)""}]}"
e2-weft,Witch Mountain Bridge,Weft,1,companion,,16,999,true,3,attack|block|bolster,1.3,1.3,0,4,false,false,,,,"[{""kind"":""bolster"",""value"":5,""weight"":3,""telegraph"":""🧵 reinforces Warp (+5 Block)""},{""kind"":""attack"",""value"":4,""weight"":2,""telegraph"":""⚔ 4 — a crossing strike""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4""}]",Goes back and forth so Warp does not have to. Tired of the metaphor.,"{""id"":""e2-weft"",""act"":1,""name"":""Weft"",""composureMax"":16,""hpMax"":999,""tier"":""companion"",""flavor"":""Goes back and forth so Warp does not have to. Tired of the metaphor."",""behaviors"":[{""kind"":""bolster"",""value"":5,""weight"":3,""telegraph"":""🧵 reinforces Warp (+5 Block)""},{""kind"":""attack"",""value"":4,""weight"":2,""telegraph"":""⚔ 4 — a crossing strike""},{""kind"":""block"",""value"":4,""weight"":1,""telegraph"":""🛡 4""}]}"
e2-gauze-revenant,Witch Mountain Bridge,The Gauze Revenant,1,normal,3,36,999,true,6,attack|attack-multi|cutShort|heal,5.6,5,0.6,9,false,false,,,,"[{""kind"":""attack"",""value"":9,""weight"":3,""telegraph"":""⚔ 9 (a cold wrapping)""},{""kind"":""heal"",""value"":5,""weight"":2,""telegraph"":""🧵 draws the shroud tight +5 Composure""},{""kind"":""cutShort"",""value"":1,""weight"":1,""telegraph"":""hastens your menagerie (−1 turn each)""},{""kind"":""attack-multi"",""value"":4,""count"":2,""weight"":2,""telegraph"":""⚔ 4×2 (trailing gauze)""},{""kind"":""attack"",""value"":6,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 6 (a grave hush)""},{""kind"":""attack"",""maul"":true,""value"":7,""weight"":1,""telegraph"":""🦷 7 — winding-sheet (unblocked → lose your strongest animal)""}]",What's left when the shroud outlives the wearer. Still cold. Still fussy about its drape.,"{""id"":""e2-gauze-revenant"",""act"":1,""name"":""The Gauze Revenant"",""composureMax"":36,""hpMax"":999,""tier"":""normal"",""diff"":3,""flavor"":""What's left when the shroud outlives the wearer. Still cold. Still fussy about its drape."",""behaviors"":[{""kind"":""attack"",""value"":9,""weight"":3,""telegraph"":""⚔ 9 (a cold wrapping)""},{""kind"":""heal"",""value"":5,""weight"":2,""telegraph"":""🧵 draws the shroud tight +5 Composure""},{""kind"":""cutShort"",""value"":1,""weight"":1,""telegraph"":""hastens your menagerie (−1 turn each)""},{""kind"":""attack-multi"",""value"":4,""count"":2,""weight"":2,""telegraph"":""⚔ 4×2 (trailing gauze)""},{""kind"":""attack"",""value"":6,""pool"":""composure"",""weight"":1,""telegraph"":""🎭 6 (a grave hush)""},{""kind"":""attack"",""maul"":true,""value"":7,""weight"":1,""telegraph"":""🦷 7 — winding-sheet (unblocked → lose your strongest animal)""}]}"
e3-geode-crab,Witch Mountain Bridge,Geode Crab,2,normal,,40,12,false,3,attack|block,4.4,4.4,0,7,false,false,,,,"[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5""},{""kind"":""block"",""value"":8,""weight"":1,""telegraph"":""🛡 8""},{""kind"":""attack"",""value"":7,""weight"":1,""telegraph"":""⚔ 7 (claw-snap)""}]",,"{""id"":""e3-geode-crab"",""act"":2,""name"":""Geode Crab"",""composureMax"":40,""hpMax"":12,""tier"":""normal"",""behaviors"":[{""kind"":""attack"",""value"":5,""weight"":3,""telegraph"":""⚔ 5""},{""kind"":""block"",""value"":8,""weight"":1,""telegraph"":""🛡 8""},{""kind"":""attack"",""value"":7,""weight"":1,""telegraph"":""⚔ 7 (claw-snap)""}]}"
e3-glow-mite,Witch Mountain Bridge,Glow Mite Swarm,2,normal,,36,14,false,3,attack-multi|weak,6,6,0,8,true,false,,,,"[{""kind"":""attack-multi"",""value"":2,""count"":4,""weight"":2,""telegraph"":""⚔ 2×4 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack-multi"",""value"":2,""count"":4,""weight"":1,""telegraph"":""⚔ 2×4""},{""kind"":""weak"",""value"":1,""weight"":1,""telegraph"":""⛧ Weak 1""}]",,"{""id"":""e3-glow-mite"",""act"":2,""name"":""Glow Mite Swarm"",""composureMax"":36,""hpMax"":14,""tier"":""normal"",""behaviors"":[{""kind"":""attack-multi"",""value"":2,""count"":4,""weight"":2,""telegraph"":""⚔ 2×4 + ⛧ Weak 1"",""riders"":{""weak"":1}},{""kind"":""attack-multi"",""value"":2,""count"":4,""weight"":1,""telegraph"":""⚔ 2×4""},{""kind"":""weak"",""value"":1,""weight"":1,""telegraph"":""⛧ Weak 1""}]}"
e3-crystal-beetle,Witch Mountain Bridge,Crystal Beetle,2,normal,,40,12,false,3,attack|block,5.2,5.2,0,8,false,false,,,,"[{""kind"":""attack"",""value"":6,""weight"":3,""telegraph"":""⚔ 6""},{""kind"":""attack"",""value"":8,""weight"":1,""telegraph"":""⚔ 8""},{""kind"":""block"",""value"":5,""weight"":1,""telegraph"":""🛡 5 (carapace)""}]",,"{""id"":""e3-crystal-beetle"",""act"":2,""name"":""Crystal Beetle"",""composureMax"":40,""hpMax"":12,""tier"":""normal"",""behaviors"":[{""kind"":""attack"",""value"":6,""weight"":3,""telegraph"":""⚔ 6""},{""kind"":""attack"",""value"":8,""weight"":1,""telegraph"":""⚔ 8""},{""kind"":""block"",""value"":5,""weight"":1,""telegraph"":""🛡 5 (carapace)""}]}"
